timestamp,cpu_usage,memory_usage,disk_read,disk_write,network_receive,network_transmit,active_processes,cpu_change,memory_change,disk_read_speed,disk_write_speed,network_receive_speed,network_transmit_speed,cpu_rolling,memory_std,cpu_mem_ratio,disk_cpu_ratio,high_cpu,high_memory,hour,day_of_week
03:50.4,51.06495508,65.67089991,53457920,1220608,2836400766,21783072,1,10.3100236,23.29756716,0,0,40973,33853,46.76056537,10.03086993,0.777588782,1026754.367,0,0,20,3
03:52.2,51.06495508,65.67089991,53457920,1220608,2836400766,21783072,1,10.3100236,23.29756716,0,0,40973,33853,46.76056537,10.03086993,0.777588782,1026754.367,0,0,20,3
04:02.7,51.06495508,56.83492879,53482496,1220608,2836448694,21831247,1,10.3100236,23.29756716,0,0,40973,33853,46.76056537,10.03086993,0.777588782,1026754.367,0,0,20,3
05:02.3,86.93763649,49.12876627,69440512,1245184,2836448934,21831487,1,10.3100236,-7.706162519,15958016,24576,240,240,46.76056537,10.03086993,1.769587211,789656.3379,1,0,20,3
06:01.9,67.29482281,49.59368446,69440512,1245184,2836460011,21834569,1,-19.64281368,0.464918192,0,0,11077,3082,46.76056537,10.03086993,1.356923236,1016775.637,0,0,20,3
07:02.5,50.47458438,52.4878863,69440512,1245184,2836460251,21834809,1,-16.82023843,2.894201839,0,0,240,240,46.76056537,10.03086993,0.961642542,1349025.21,0,0,20,3
08:02.3,33.10530206,53.74856076,69440512,1245184,2836460749,21835265,1,-17.36928232,1.260674464,0,0,498,456,46.76056537,3.164759431,0.615929089,2036062.073,0,0,20,3
09:01.9,20.61403509,55.99991276,69440512,1245184,2836461956,21835921,1,-12.49126697,2.251351994,0,0,1207,656,51.68527617,2.878596617,0.368108343,3212750.961,0,0,20,3
10:02.4,16.24,56.10483503,69440512,1245184,2836461956,21835921,1,-4.374035088,0.104922278,0,0,0,0,37.54574887,2.708429575,0.289458119,4027871.926,0,0,20,3
11:01.9,15.87952112,56.20378799,69440512,1245184,2836461956,21835921,1,-0.360478884,0.098952958,0,0,0,0,27.26268853,1.695950972,0.282534713,4113891.118,0,0,20,3
12:01.9,13.93654013,56.83102577,69440512,1245184,2836461956,21835921,1,-1.942980988,0.627237778,0,0,0,0,19.95507968,1.179496504,0.245227672,4649035.948,0,0,20,3
13:02.4,11.55890681,60.01405086,69440512,1245184,2836461956,21835921,1,-2.377633317,3.183025091,0,0,0,0,15.64580063,1.698807221,0.192603343,5529184.43,0,0,20,3
14:02.0,9.165230999,60.14181727,69440512,1245184,2836463163,21836517,1,-2.393675812,0.127766407,0,0,1207,596,13.35603981,2.045058151,0.152393649,6831178.948,0,0,20,3
15:02.4,9.725614035,61.83698935,69440512,1245184,2836463163,21836517,1,0.560383036,1.695172083,0,0,0,0,12.05316262,2.392888007,0.157278259,6474269.144,0,0,20,3
16:02.2,15.9132775,68.97434455,69440512,1245184,2836474138,21839307,1,6.187663462,7.137355201,0,0,10975,2790,12.05991389,4.522544247,0.230712993,4105680.405,0,0,20,3
17:01.8,13.90406417,69.01532623,69440512,1245184,2836474498,21839667,1,-2.00921333,0.040981678,0,0,360,360,12.0534187,4.619240182,0.201463427,4659166.199,0,0,20,3
18:02.4,13.71017544,69.07180518,69440512,1245184,2836474936,21840123,1,-0.193888729,0.056478951,0,0,438,456,12.48367243,4.439584888,0.198491633,4720576.739,0,0,20,3
19:01.9,13.85122807,69.20795159,69440512,1245184,2836476147,21840719,1,0.141052632,0.136146414,0,0,1211,596,13.42087184,3.234722435,0.200139258,4675742.078,0,0,20,3
20:02.4,10.1007372,69.15560525,69440512,1245184,2836476147,21840719,1,-3.750490875,-0.052346345,0,0,0,0,13.49589647,0.096663542,0.146058113,6255486.53,0,0,20,3
21:02.2,11.62214604,74.65300458,69440512,1245184,2836476147,21840719,1,1.521408847,5.497399328,0,0,0,0,12.63767018,2.478825087,0.155682228,5501482.217,0,0,20,3
22:01.7,11.71556192,74.69811886,69440512,1245184,2836476147,21840719,1,0.093415876,0.045114284,0,0,0,0,12.19996973,3.029578528,0.156838781,5461065.146,0,0,20,3
23:02.1,11.85841205,74.77158741,69440512,1245184,2836476147,21840719,1,0.14285013,0.073468554,0,0,0,0,11.82961705,3.026953331,0.158595162,5400395.612,0,0,20,3
24:01.6,11.91508772,74.82634445,69440512,1245184,2836477508,21841465,1,0.056675671,0.054757031,0,0,1361,746,11.44238898,2.497082066,0.159236534,5376696.892,0,0,20,3
25:02.1,11.66385965,74.82577047,69440512,1245184,2836477508,21841465,1,-0.25122807,-0.000573973,0,0,0,0,11.75501348,0.077479282,0.155880248,5483360.833,0,0,20,3
26:02.1,11.15758301,78.5345549,69440512,1245184,2836488599,21844231,1,-0.50627664,3.708784428,0,0,11091,2766,11.66210087,1.679704458,0.142072277,5711703.712,0,0,20,3
27:01.6,11.30113194,78.60997496,69440512,1245184,2836488959,21844591,1,0.143548929,0.075420062,0,0,360,360,11.57921487,2.062119494,0.14376206,5645050.582,0,0,20,3
28:02.2,11.56833987,78.7243104,69440512,1245184,2836489397,21845047,1,0.267207934,0.114335437,0,0,438,456,11.52120044,2.080738939,0.146947491,5525034.548,0,0,20,3
29:01.8,11.39508772,78.9203796,69440512,1245184,2836490604,21845643,1,-0.173252152,0.196069203,0,0,1207,596,11.41720044,1.7375003,0.144387138,5602260.635,0,0,20,3
30:02.7,11.43539847,78.27730017,69440512,1245184,2836490604,21845643,1,0.040310753,-0.643079434,0,0,0,0,11.3715082,0.237554691,0.14608831,5584100.273,0,0,20,3
31:02.3,8.228392181,71.70312735,69440512,1245184,2836490604,21845643,1,-3.207006291,-6.574172819,0,0,0,0,10.78567004,3.107908801,0.114756392,7524659.836,0,0,20,3
32:03.4,8.930845857,72.19938447,69440512,1245184,2836490604,21845643,1,0.702453676,0.496257122,0,0,0,0,10.31161282,3.675534427,0.123696981,6992406.589,0,0,20,3
33:11.5,21.69571335,51.9719993,69440512,1245184,2836546753,21863267,1,12.76486749,-20.22738517,0,0,56149,17624,12.33708752,10.94241682,0.417450043,3059631.171,0,0,20,3
34:04.7,34.25424639,56.09737338,69440512,1245184,2836712107,21930004,1,12.55853304,4.125374087,0,0,165354,66737,16.90891925,11.36358799,0.610621217,1969706.322,0,0,20,3
35:14.2,50.25385698,44.30337462,69440512,1245184,2836807125,22074682,1,15.99961059,-11.79399877,0,0,95018,144678,24.67261095,12.33974038,1.134312169,1354834.857,0,0,20,3
36:04.5,68.35157895,47.07118758,69440512,1245184,2836875237,22309281,1,18.09772197,2.767812967,0,0,68112,234599,36.6972483,10.96838916,1.452089536,1001282.351,0,0,20,3
37:06.3,78.04919983,60.30849905,69440512,1245184,2837106376,22353606,1,9.69762088,13.23731146,0,0,231139,44325,50.5209191,6.50652337,1.294165848,878446.7414,0,0,20,3
38:02.8,79.86357703,49.90546663,69440512,1245184,2845924901,22472033,1,1.814377205,-10.40303241,0,0,8818525,118427,62.15449183,6.570139242,1.60029717,858736.5851,0,0,20,3
39:03.0,78.31969572,55.83150906,69440512,1245184,2845928048,22485675,1,-1.543881318,5.926042421,0,0,3147,13642,70.9675817,6.524926826,1.402786653,875451.0639,0,0,20,3
40:03.6,69.37554605,61.2774804,69440512,1245184,2845929066,22491076,1,-8.944149664,5.44597134,0,0,1018,5401,74.79191951,6.265485885,1.132154025,986713.6512,0,0,20,3
41:05.6,59.52715955,54.45075942,69440512,1245184,2845929519,22491580,1,-9.848386497,-6.826720972,0,0,453,504,73.02703564,4.619459471,1.093229189,1147262.031,0,0,20,3
42:04.1,57.10807018,57.55331349,69440512,1245184,2845936290,22501204,1,-2.419089378,3.102554065,0,0,6771,9624,68.83880971,4.172642974,0.992263811,1195023.545,0,0,20,3
43:13.2,44.30769231,52.15360438,69440512,1245184,2845936563,22501477,1,-12.80037787,-5.39970911,0,0,273,273,61.72763276,3.433911328,0.849561461,1532642.879,0,0,20,3
44:02.3,40.67859649,55.41021282,69440512,1245184,2845937923,22502226,1,-3.629095816,3.256608439,0,0,1360,749,54.19941292,3.451970684,0.734135359,1666095.259,0,0,20,3
45:10.8,42.09448045,57.90963597,69440512,1245184,2845939157,22507030,1,1.415883954,2.499423157,0,0,1234,4804,48.74319979,2.362714116,0.726899414,1611355.127,0,0,20,3
46:04.3,50.30245614,60.68399224,69440512,1245184,2845966862,22551202,1,8.207975695,2.77435626,0,0,27705,44172,46.89825911,3.177575235,0.828924635,1353551.413,0,0,20,3
47:04.3,54.97489482,45.9133691,69440512,1245184,2846001087,22582406,1,4.672438685,-14.77062314,0,0,34225,31204,46.47162404,5.698570599,1.197361377,1240565.297,0,0,20,3
48:10.9,68.10828471,63.80502823,69440512,1245184,2846015186,22622569,1,13.13338988,17.89165914,0,0,14099,40163,51.23174252,6.81582568,1.067443846,1004807.344,0,0,20,3
49:02.3,78.2232343,44.4530668,69440512,1245184,2846018688,22638933,1,10.1149496,-19.35196144,0,0,3502,16364,58.74067008,8.819126518,1.759681389,876517.0043,0,0,20,3
50:02.5,73.70125655,49.14965889,69440512,1245184,2846019261,22639700,1,-4.521977756,4.696592092,0,0,573,767,65.06202531,8.855647127,1.499527326,929576.2241,0,0,20,3
51:03.0,57.92140351,52.91549624,69440512,1245184,2846019474,22639913,1,-15.77985304,3.765837352,0,0,213,213,66.58581478,7.73776355,1.094601915,1178527.799,0,0,20,3
52:03.8,46.60360079,58.6765788,69440512,1245184,2846019807,22640357,1,-11.31780272,5.761082559,0,0,333,444,64.91155597,7.642885424,0.794245366,1458723.938,0,0,20,3
53:03.0,36.86226784,68.22749078,69440512,1245184,2846019807,22640357,1,-9.741332945,9.550911986,0,0,0,0,58.6623526,9.189604975,0.540284677,1834029.39,0,0,20,3
54:01.5,33.64070175,62.57867736,69440512,1245184,2846041692,22649978,1,-3.22156609,-5.648813425,0,0,21885,9621,49.74584609,7.578342977,0.537574509,2004593.108,0,0,20,3
55:02.0,30.04210526,63.70354979,69440512,1245184,2846041692,22649978,1,-3.598596491,1.124872434,0,0,0,0,41.01401583,5.756577202,0.471592327,2236978.176,0,0,20,3
56:04.3,39.77403509,65.70487912,69440512,1245184,2846066407,22676985,1,9.731929825,2.001329322,0,0,24715,27007,37.38454215,3.56998764,0.605343707,1703057.15,0,0,20,3
57:05.0,47.60121965,61.22697077,69440512,1245184,2846403791,22860399,1,7.827184566,-4.47790835,0,0,337384,183414,37.58406592,2.745924229,0.777455083,1428781.263,0,0,20,3
58:19.9,54.88153523,55.66827111,69440512,1245184,2846406824,22872230,1,7.280315577,-5.558699653,0,0,3033,11831,41.1879194,3.788192657,0.985867427,1242637.872,0,0,20,3
59:04.4,69.31578947,56.03194045,69440512,1245184,2846408796,22873591,1,14.43425424,0.363669341,0,0,1972,1361,48.32293694,4.505156484,1.23707637,987552.1916,0,0,20,3
00:10.0,86.06649359,57.15474659,69440512,1245184,2854609645,23087686,1,16.75070411,1.122806131,0,0,8200849,214095,59.52781461,4.275094864,1.505850323,797557.2363,1,0,21,3
01:03.6,89.82526316,57.62471574,69440512,1245184,2855157832,23089402,1,3.758769571,0.469969155,0,0,548187,1716,69.53806022,2.209465669,1.558797506,764550.6282,1,0,21,3
02:15.4,87.13192982,51.71141552,69440512,1245184,2855158198,23089768,1,-2.693333333,-5.913300219,0,0,366,366,77.44420225,2.335686756,1.684965088,787915.4824,1,0,21,3
03:04.8,82.73110688,53.05015032,69440512,1245184,2855158678,23090350,1,-4.40082294,1.338734803,0,0,480,582,83.01411659,2.605187598,1.559488642,829327.5293,1,0,21,3
04:09.2,78.14105263,50.39701718,69440512,1245184,2855215815,23106538,1,-4.590054253,-2.653133147,0,0,57137,16188,84.77916922,3.248520474,1.550509475,877427.1973,0,0,21,3
05:17.4,74.82105263,55.68147249,69440512,1245184,2855216288,23107011,1,-3.32,5.284455317,0,0,473,473,82.53008103,2.941761676,1.343733369,915847.3747,0,0,21,3
06:03.7,75.87159566,40.55291974,69440512,1245184,2855234398,23117004,1,1.050543027,-15.12855275,0,0,18110,9993,79.73934753,5.777723638,1.870928065,903331.2162,0,0,21,3
07:06.7,72.64982456,43.02020041,69440512,1245184,2855235238,23118025,1,-3.221771097,2.467280665,0,0,840,1021,76.84292647,6.501004462,1.688737474,942846.9438,0,0,21,3
08:37.1,71.23302682,49.61480667,69440512,1245184,2855255877,23160104,1,-1.416797738,6.59460626,0,0,20639,42079,74.54331046,6.072645448,1.435721141,961340.1937,0,0,21,3
09:08.3,74.43420656,46.41375882,69440512,1245184,2855257394,23161006,1,3.201179732,-3.201047845,0,0,1517,902,73.80194125,5.914737319,1.603709944,920544.0764,0,0,21,3
10:11.5,75.03298246,54.06240924,69440512,1245184,2855257760,23161372,1,0.5987759,7.648650417,0,0,366,366,73.84432721,5.341002646,1.387895647,913294.5961,0,0,21,3
11:04.9,67.41532426,49.64786752,69440512,1245184,2855258240,23161954,1,-7.617658192,-4.414541723,0,0,480,582,72.15307293,4.1191011,1.357869484,1014984.768,0,0,21,3
12:02.2,69.54840521,62.09321093,69440512,1245184,2855263460,23174042,1,2.133080943,12.44534341,0,0,5220,12088,71.53278906,6.080356074,1.120064564,984295.9851,0,0,21,3
13:09.4,59.04303016,50.73405417,69440512,1245184,2855280204,23181442,1,-10.50537505,-11.35915676,0,0,16744,7400,69.09478973,5.973391838,1.163775124,1156512.451,0,0,21,3
14:03.4,57.84099761,56.165217,69440512,1245184,2855281777,23182404,1,-1.202032549,5.431162835,0,0,1573,962,65.77614794,4.958291061,1.029836627,1180138.251,0,0,21,3
15:04.6,53.50142808,44.74384156,69440512,1245184,2855282230,23182908,1,-4.339569527,-11.42137545,0,0,453,504,61.46983706,6.646773109,1.195727193,1274104.449,0,0,21,3
16:03.9,57.62353866,47.14190107,69440512,1245184,2855293161,23185929,1,4.122110578,2.398059512,0,0,10931,3021,59.51147994,7.016467475,1.222342276,1184515.872,0,0,21,3
17:13.8,61.90843766,57.50739564,69440512,1245184,2855333216,23235206,1,4.284899,10.36549458,0,0,40055,49277,57.98348643,5.540459668,1.076530018,1103834.63,0,0,21,3
18:04.7,66.92247499,50.82634904,69440512,1245184,2855355249,23257329,1,5.014037331,-6.681046605,0,0,22033,22123,59.5593754,5.53842902,1.316688612,1022349.554,0,0,21,3
19:02.9,68.66413822,37.2387992,69440512,1245184,2859313709,23343171,1,1.741663232,-13.58754984,0,0,3958460,85842,61.72400352,7.487140701,1.843887013,996789.9377,0,0,21,3
20:06.2,68.37074828,48.88574607,69440512,1245184,2859316208,23352429,1,-0.293389946,11.64694687,0,0,2499,9258,64.69786756,7.334695308,1.398582486,1001005.665,0,0,21,3
21:02.6,66.2995386,46.3354689,69440512,1245184,2859318755,23369973,1,-2.071209671,-2.550277172,0,0,2547,17544,66.43306755,7.375829829,1.430859343,1031812.601,0,0,21,3
22:29.4,69.77306463,54.80421204,69440512,1245184,2859320275,23376750,1,3.473526023,8.468743148,0,0,1520,6777,68.00599294,6.574857838,1.273133251,981171.472,0,0,21,3
23:04.4,72.53955277,53.51770879,69440512,1245184,2859320428,23376903,1,2.766488143,-1.286503253,0,0,153,153,69.1294085,6.999621059,1.355430836,944260.733,0,0,21,3
24:17.3,76.60313539,60.88281651,69440512,1245184,2859321852,23377712,1,4.063582624,7.365107718,0,0,1424,809,70.71720793,5.633363864,1.25820617,894815.8041,0,0,21,3
25:06.5,85.19142307,49.67484425,69440512,1245184,2859322212,23378123,1,8.588287673,-11.20797226,0,0,360,411,74.08134289,5.50284894,1.714981181,805654.5481,1,0,21,3
26:05.5,89.39143554,39.68782752,69440512,1245184,2859337135,23391639,1,4.200012471,-9.987016729,0,0,14923,13516,78.69972228,7.836723667,2.25236404,768220.0375,1,0,21,3
27:03.1,85.45192982,33.6531894,69440512,1245184,2859338031,23396838,1,-3.939505714,-6.034638127,0,0,896,5199,81.83549532,10.87204384,2.53919261,803226.8585,1,0,21,3
28:03.3,72.42867519,41.46266707,69440512,1245184,2859340387,23404172,1,-13.02325464,7.809477673,0,0,2356,7334,81.8133198,10.5305974,1.74684072,945686.5703,0,0,21,3
29:32.8,67.58407477,64.25594148,69440512,1245184,2859374076,23443164,1,-4.844600419,22.79327441,0,0,33689,38992,80.00950768,11.82516607,1.05179495,1012487.407,0,0,21,3
30:02.6,68.51287197,50.56679841,69440512,1245184,2859376292,23453189,1,0.928797205,-13.68914307,0,0,2216,10025,76.67379746,11.90568959,1.354898355,998959.0421,0,0,21,3
31:13.7,66.80807166,55.09406845,69440512,1245184,2859397192,23483100,1,-1.704800311,4.527270035,0,0,20900,29911,72.15712468,11.88141456,1.212618228,1024074.425,0,0,21,3
32:29.4,70.8954386,56.497777,69440512,1245184,2859419853,23516430,1,4.087366933,1.403708555,0,0,22661,33330,69.24582644,8.376911574,1.254835895,965854.2093,0,0,21,3
40:17.3,70.8954386,34.2496229,20231168,581632,14948,11910,1,4.087366933,-22.2481541,-49209344,-663552,-2859404905,-23504520,69.24582644,11.14734361,1.254835895,965854.2093,0,0,10,4
41:08.7,99.01845393,65.0034094,20620288,724992,47842,31461,1,4.087366933,30.7537865,389120,143360,32894,19551,69.24582644,11.35367013,1.52328093,206164.8345,1,0,10,4
42:08.0,98.00261492,52.50527481,20620288,724992,2819636,678772,1,-1.015839012,-12.49813459,0,0,2771794,647311,69.24582644,11.31346984,1.86652894,208280.236,1,0,10,4
43:36.5,97.50297436,54.73504285,20620288,724992,2934953,707139,1,-0.499640562,2.229768046,0,0,115317,28367,69.24582644,11.29536337,1.781362894,209336.7041,1,0,10,4
44:06.6,96.25745344,48.39092573,20620288,724992,2940023,712067,1,-1.245520924,-6.344117127,0,0,5070,4928,69.24582644,11.17689129,1.989163299,212017.5603,1,0,10,4
45:12.1,94.39918033,55.85865126,20620288,724992,17090280,861691,1,-1.858273102,7.467725531,0,0,14150257,149624,97.0361354,6.130522184,1.689965264,216147.4336,1,0,10,4
46:12.7,93.38109908,57.31367133,20620288,724992,58961298,932289,1,-1.018081254,1.455020078,0,0,41871018,70598,95.90866443,3.477963375,1.629298855,218478.9985,1,0,10,4
47:03.9,93.51511047,56.47073544,20620288,724992,58976861,940783,1,0.134011393,-0.842935892,0,0,15563,8494,95.01116354,3.570995532,1.655992431,218169.2207,1,0,10,4
48:06.8,93.65111855,59.08495021,20624384,741376,59006721,962434,1,0.13600808,2.614214771,4096,16384,29860,21651,94.24079238,4.114672664,1.585024921,217898.9991,1,0,10,4
49:03.5,88.78175439,46.10789304,20624384,745472,59021830,1097910,1,-4.869364168,-12.97705717,0,4096,15109,135476,92.74565257,5.099127831,1.925521826,229716.8744,1,0,10,4
50:02.6,78.3327076,51.65591042,20624384,745472,59047770,1110508,1,-10.44904678,5.548017384,0,0,25940,12598,89.53235802,5.25931554,1.51643262,259973.2774,0,0,10,4
51:08.8,69.13565519,57.41400171,20624384,745472,59051832,1120608,1,-9.197052416,5.758091289,0,0,4062,10100,84.68326924,5.27468403,1.20416019,294064.181,0,0,10,4
52:02.9,58.11201987,52.71936652,20624384,745472,59063726,1132219,1,-11.02363531,-4.694635195,0,0,11894,11611,77.60265112,5.126176428,1.102289798,348903.3879,0,0,10,4
53:16.1,50.77806199,59.73009521,20624384,745472,59064948,1137025,1,-7.333957888,7.010728692,0,0,1222,4806,69.02803981,5.309980148,0.850125248,398322.8265,0,0,10,4
54:02.7,55.91424261,57.10956674,20624384,745472,59084337,1172963,1,5.13618062,-2.620528468,0,0,19389,35938,62.45453745,3.4059455,0.979069634,362376.4994,0,0,10,4
55:05.5,56.29089812,53.31193564,20624384,745472,59086743,1183064,1,0.376655513,-3.797631101,0,0,2406,10101,58.04617555,2.962944246,1.055877965,359994.0772,0,0,10,4
56:20.8,60.51108258,55.91616329,20624384,745472,59087109,1183430,1,4.220184459,2.604227651,0,0,366,366,56.32126103,2.865563264,1.082175153,335295.4157,0,0,10,4
00:22.9,92.78748941,69.29450673,20202496,163840,45948,29103,1,32.27640683,13.37834344,-421888,-581632,-59041161,-1154327,63.25635494,6.162822471,1.339030953,215407.1521,1,0,11,4
01:17.0,96.24432218,48.8467159,20202496,184320,47731,31792,1,3.456832775,-20.44779084,0,20480,1783,2689,72.34960698,7.621764093,1.97033353,207749.8773,1,0,11,4
02:11.0,96.90506404,47.47710134,20202496,184320,198205,108368,1,0.660741861,-1.369614554,0,0,150474,76576,80.54777127,8.695890286,2.041090574,206347.8146,1,0,11,4
03:03.7,94.69400419,45.0285322,20202496,184320,1521116,479222,1,-2.211059851,-2.448569143,0,0,1322911,370854,88.22839248,9.808450812,2.102977813,211115.5884,1,0,11,4
04:03.4,80.44584252,44.90122497,20202496,184320,1526773,484807,1,-14.24816167,-0.127307228,0,0,5657,5585,92.21534447,10.30206084,1.791617992,248048.2168,1,0,11,4
05:02.4,64.25884599,45.58620444,20202496,184320,1532093,498029,1,-16.18699653,0.684979469,0,0,5320,13222,86.50961578,1.727060041,1.409611675,309574.8277,0,0,11,4
06:15.6,57.16006166,51.69580345,20202496,184320,3639411,531758,1,-7.098784331,6.109599011,0,0,2107318,33729,78.69276368,2.852595078,1.105700228,347360.292,0,0,11,4
07:04.3,48.48993053,56.25613434,20202496,184320,187562851,1128563,1,-8.670131124,4.560330884,0,0,183923440,596805,69.00973698,5.09106788,0.86194921,408214.2727,0,0,11,4
08:05.7,53.43742325,41.58618608,20202496,184320,1026763481,2389951,1,4.947492717,-14.66994826,0,0,839200630,1261388,60.75842079,5.8819302,1.284980141,371114.1122,0,0,11,4
09:08.8,58.17614035,39.50461532,20202496,184320,1372826215,3176486,1,4.738717103,-2.081570758,0,0,346062734,786535,56.30448035,6.985485792,1.472641611,341395.9728,0,0,11,4
10:02.3,65.95707353,36.56506961,20202496,184320,1930942121,4712811,1,7.780933183,-2.939545712,0,0,558115906,1536325,56.64412586,8.432998975,1.803827375,301723.1031,0,0,11,4
11:02.3,60.11087719,37.82677722,20202496,184320,2037815719,6327201,1,-5.846196341,1.261707616,0,0,106873598,1614390,57.23428897,7.999767758,1.589109134,330587.5636,0,0,11,4
12:05.6,62.74596491,48.45825092,20202496,184320,2037816517,6328017,1,2.635087719,10.6314737,0,0,798,816,60.08549585,4.682918634,1.294845846,316921.9578,0,0,11,4
13:15.0,59.52548034,66.72459968,20202496,184320,2037816697,6328197,1,-3.220484568,18.26634876,0,0,180,180,61.30310727,12.58364018,0.892106968,333784.9759,0,0,11,4
14:02.7,62.12749085,35.11463964,20202496,184320,2037817193,6328357,1,2.602010507,-31.60996004,0,0,496,160,62.09337737,13.2685903,1.769276048,320026.9126,0,0,11,4
15:03.2,64.52924727,40.5964269,20202496,184320,2037818178,6329063,1,2.401756415,5.48178726,0,0,985,706,61.80781211,12.74476312,1.589530217,308297.3915,0,0,11,4
16:04.5,67.59789474,52.69819003,20202496,184320,2037818178,6329063,1,3.068647471,12.10176313,0,0,0,0,63.30521562,12.15687435,1.282736555,294506.0643,0,0,11,4
17:03.2,62.40223719,54.89030801,20202496,184320,2037818328,6329477,1,-5.195657552,2.192117972,0,0,150,414,63.23647008,12.45901882,1.136853471,318640.1127,0,0,11,4
19:03.0,73.52287217,66.45598028,19960832,81920,47441,30146,1,11.12063498,11.56567228,-241664,-102400,-2037770887,-6299331,66.03594844,12.36915334,1.106339442,267848.399,0,0,11,4
20:02.2,65.63795259,68.53812501,19960832,81920,60379,33232,1,-7.884919572,2.082144731,0,0,12938,3086,66.73804079,11.33483883,0.957685268,299541.4958,0,0,11,4
21:02.3,64.11693836,57.94063052,19960832,81920,74396,42215,1,-1.521014235,-10.59749449,0,0,14017,8983,66.65557901,7.039014298,1.10659718,306538.2449,0,0,11,4
22:03.1,58.71669489,65.75906217,19960832,81920,74546,42365,1,-5.400243466,7.818431653,0,0,150,150,64.87933904,5.941178862,0.892906513,334258.8205,0,0,11,4
23:09.4,50.27368016,17.94251315,19960832,81920,75042,42889,1,-8.443014735,-47.81654902,0,0,496,524,62.45362763,21.28172261,2.801930796,389299.7721,0,0,11,4
24:02.2,45.17894737,18.87441584,19960832,81920,75907,43475,1,-5.09473279,0.931902686,0,0,865,586,56.78484267,25.31702716,2.393660697,432249.6102,0,0,11,4
25:02.0,46.19438596,26.68814091,19960832,81920,75907,43475,1,1.015438596,7.813725074,0,0,0,0,52.89612935,22.70837132,1.730895611,422949.2892,0,0,11,4
26:13.6,53.63335637,29.84694434,19960832,81920,75907,43475,1,7.438970404,3.158803427,0,0,0,0,50.79941295,19.63581952,1.796946306,365359.7971,0,0,11,4
27:02.4,55.53302128,34.82237255,19960832,81920,76403,45933,1,1.899664916,4.975428213,0,0,496,2458,50.16267823,7.213481256,1.594751225,353082.7036,0,0,11,4
28:01.9,49.87017544,32.83860681,19960832,81920,76403,45933,1,-5.662845846,-1.983765746,0,0,0,0,50.08197729,6.254593851,1.518644677,392387.7169,0,0,11,4
29:02.4,42.86305758,33.39581987,19960832,81920,89038,49753,1,-7.007117857,0.557213062,0,0,12635,3820,49.61879933,3.252270471,1.28348571,455071.6047,0,0,11,4
31:23.2,49.99205802,37.22008768,20730880,57344,20939,13135,1,7.129000439,3.824267811,770048,-24576,-68099,-36618,50.37833374,2.706612206,1.343147239,406551.1533,0,0,11,4
32:08.9,58.20165247,60.97740727,23757824,81920,48884,30534,1,8.209594454,23.75731959,3026944,24576,27945,17399,51.29199296,11.93080976,0.954478963,401303.3928,0,0,11,4
33:06.7,73.13324883,51.48044876,23757824,81920,821248,545775,1,14.93159636,-9.496958517,0,0,772364,515241,54.81203847,12.48839735,1.420602396,320474.6099,0,0,11,4
34:01.6,83.9562091,35.25400031,23757824,81920,879178,665018,1,10.82296026,-16.22644845,0,0,57930,119243,61.6292452,12.0264142,2.38146617,279647.8828,1,0,11,4
35:02.2,77.22510448,36.17270161,23757824,81920,892434,684885,1,-6.731104618,0.918701306,0,0,13256,19867,68.50165458,11.48555337,2.134900105,303710.991,0,0,11,4
36:02.2,65.62907819,36.91393044,23757824,81920,896715,689332,1,-11.59602629,0.74122883,0,0,4281,4447,71.62905861,11.53292512,1.777894616,356568.4029,0,0,11,4
37:01.8,53.06369496,36.44832348,23757824,81920,973655,700911,1,-12.56538323,-0.465606959,0,0,76940,11579,70.60146711,6.861635969,1.455861063,439441.3667,0,0,11,4
38:02.3,38.33149706,43.44230021,23757824,81920,988791,708437,1,-14.7321979,6.993976727,0,0,15136,7526,63.64111676,3.296199378,0.882354223,604040.6741,0,0,11,4
39:01.7,27.32816606,43.49935313,23757824,81920,989004,708650,1,-11.003331,0.057052924,0,0,213,213,52.31550815,3.820945251,0.628243045,838664.3861,0,0,11,4
40:02.2,20.4908053,43.11570953,23757824,81920,989803,709377,1,-6.837360768,-0.383643604,0,0,799,727,40.96864831,3.660670176,0.475251492,1105487.843,0,0,11,4
42:24.6,37.84168916,67.07152419,20632576,61440,47151,28216,1,17.35088386,23.95581466,-3125248,-20480,-942652,-681161,35.41117051,11.76646255,0.564199034,531196.6716,0,0,11,4
43:02.1,54.64829469,58.45585449,20632576,81920,47977,29780,1,16.80660554,-8.615669697,0,20480,826,1564,35.72809045,11.06069434,0.934864355,370767.4442,0,0,11,4
44:02.7,65.57142857,45.62195898,20632576,81920,61891,38848,1,10.92313388,-12.83389552,0,0,13914,9068,41.17607676,10.72031179,1.437277794,309931.3991,0,0,11,4
45:02.3,67.58221265,50.99953387,20632576,81920,62041,39068,1,2.01078408,5.377574896,0,0,150,220,49.22688607,9.796640916,1.325153536,300844.4202,0,0,11,4
46:01.9,52.97586423,51.18609975,20632576,81920,62537,39422,1,-14.60634842,0.186565879,0,0,496,354,55.72389786,8.300713528,1.03496583,382255.5932,0,0,11,4
47:02.6,36.09231562,52.04292508,20632576,81920,63462,40138,1,-16.88354861,0.856825326,0,0,925,716,55.37402315,4.567521159,0.693510512,556249.3378,0,0,11,4
