timestamp,cpu_usage,memory_usage,disk_read,disk_write,network_receive,network_transmit,active_processes,cpu_change,memory_change,disk_read_speed,disk_write_speed,network_receive_speed,network_transmit_speed,cpu_rolling,memory_std,cpu_mem_ratio,disk_cpu_ratio,high_cpu,high_memory,hour,day_of_week
18:01.4,0.011102734,0.54447504,0.412329864,0.063890204,0.052897138,0.060438552,0,0.317461768,0.588784668,0.472712965,0.085014409,0.773106476,0.801588675,0.009870917,0.000282516,0.004214647,0.498282929,0,0,0.608695652,1
19:02.0,0.006617381,0.54454896,0.412329864,0.063890204,0.052897243,0.060451314,0,0.313105902,0.58845973,0.472712965,0.085014409,0.773103587,0.801505813,0.009612854,0.000406531,0.003027858,0.532862168,0,0,0.608695652,1
20:01.7,0.005458336,0.544107162,0.412329864,0.063890204,0.05289786,0.060498619,0,0.315834822,0.588035897,0.472712965,0.085014409,0.773103983,0.801533502,0.008357413,0.000450111,0.00273041,0.54257069,0,0,0.608695652,1
21:02.2,0.006690639,0.544722585,0.412329864,0.063890204,0.05289786,0.060498619,0,0.317796695,0.588904754,0.472712965,0.085014409,0.773103506,0.801495583,0.007677023,0.000631971,0.00304368,0.532259909,0,0,0.608695652,1
22:02.3,0.018433991,0.564319829,0.412329864,0.063890204,0.05289786,0.060498619,0,0.32642001,0.604504617,0.472712965,0.085014409,0.773103506,0.801495583,0.009320295,0.023267576,0.005675896,0.450301842,0,0,0.608695652,1
23:01.8,0.019109572,0.554746403,0.412329864,0.063890204,0.05289786,0.060498619,0,0.317339957,0.580531236,0.472712965,0.085014409,0.773103506,0.801495583,0.01093365,0.023380848,0.0060784,0.446329069,0,0,0.608695652,1
24:02.3,0.030576092,0.554852984,0.412329864,0.063890204,0.05289786,0.060498619,0,0.326192896,0.588486573,0.472712965,0.085014409,0.773103506,0.801495583,0.015761262,0.021952899,0.009063231,0.387960369,0,0,0.608695652,1
25:01.8,0.030487711,0.554976757,0.412329864,0.063890204,0.052898305,0.060526526,0,0.316713199,0.5885007,0.472712965,0.085014409,0.773103849,0.801517952,0.020804609,0.018119239,0.009036712,0.388353557,0,0,0.608695652,1
26:04.5,0.030452005,0.555695322,0.412329864,0.063890204,0.052898305,0.060526526,0,0.316756414,0.58898952,0.472712965,0.085014409,0.773103506,0.801495583,0.025592456,0.010791225,0.009007168,0.388512625,0,0,0.608695652,1
27:02.2,0.02475475,0.544502545,0.412329864,0.063890204,0.052898305,0.060526526,0,0.312111653,0.579200402,0.472712965,0.085014409,0.773103506,0.801495583,0.026866071,0.012335492,0.007821542,0.415614384,0,0,0.608695652,1
28:01.8,0.035876188,0.555678132,0.412329864,0.063890204,0.052898305,0.060533502,0,0.325909788,0.597583431,0.472712965,0.085014409,0.773103506,0.801501175,0.030244495,0.012613059,0.010419251,0.365709611,0,0,0.608695652,1
29:02.4,0.02194418,0.555889576,0.412329864,0.063890204,0.052902269,0.06066827,0,0.305355822,0.588572752,0.472712965,0.085014409,0.773106571,0.80160361,0.02850519,0.012909732,0.006788247,0.430375972,0,0,0.608695652,1
30:03.0,0.037182599,0.576918793,0.412329864,0.063890204,0.052902928,0.06072068,0,0.329287379,0.605681458,0.472712965,0.085014409,0.773104015,0.801537594,0.02985419,0.030906977,0.010129122,0.360598723,0,0,0.608695652,1
31:02.6,0.049047795,0.573279551,0.412329864,0.063890204,0.052902928,0.06072068,0,0.326519972,0.585408136,0.472712965,0.085014409,0.773103506,0.801495583,0.033601189,0.035485734,0.013250393,0.319797968,0,0,0.608695652,1
32:02.9,0.056499062,0.545331131,0.412329864,0.063890204,0.052902928,0.06072068,0,0.322898763,0.565430083,0.472712965,0.085014409,0.773103506,0.801495583,0.039997576,0.034815352,0.016178011,0.298431589,0,0,0.608695652,1
33:01.7,0.068802685,0.545480689,0.412329864,0.063890204,0.052902928,0.06072068,0,0.326879659,0.588521892,0.472712965,0.085014409,0.773103506,0.801495583,0.046632171,0.039485334,0.019419086,0.268571223,0,0,0.608695652,1
34:02.1,0.075315537,0.535893511,0.412329864,0.063890204,0.052902928,0.06072068,0,0.322128883,0.580519934,0.472712965,0.085014409,0.773103506,0.801495583,0.057386346,0.048535076,0.0215771,0.254966265,0,0,0.608695652,1
35:01.6,0.059415336,0.538693854,0.412329864,0.063890204,0.052903373,0.060748586,0,0.303741106,0.590700391,0.472712965,0.085014409,0.773103849,0.801517952,0.061866179,0.039083843,0.017212112,0.29079654,0,0,0.608695652,1
36:02.1,0.04751115,0.534604218,0.412329864,0.063890204,0.052903373,0.060748586,0,0.307019457,0.585037988,0.472712965,0.085014409,0.773103506,0.801495583,0.061556549,0.013421888,0.014188331,0.32457337,0,0,0.608695652,1
37:01.6,0.039679372,0.536067135,0.412329864,0.063890204,0.052903404,0.060752415,0,0.310360479,0.589601252,0.472712965,0.085014409,0.77310353,0.801498652,0.05816743,0.01133406,0.01204163,0.351204432,0,0,0.608695652,1
38:02.0,0.026996648,0.534588747,0.412329864,0.063890204,0.052907364,0.060877228,0,0.30638074,0.587183994,0.472712965,0.085014409,0.773106566,0.801595631,0.049743634,0.004246999,0.008692972,0.404525085,0,0,0.608695652,1
39:01.5,0.023354854,0.535683786,0.412329864,0.063890204,0.052907448,0.060890416,0,0.313797963,0.589298918,0.472712965,0.085014409,0.773103571,0.801506154,0.039273705,0.004260191,0.007687612,0.422842123,0,0,0.608695652,1
40:02.0,0.01409297,0.535193855,0.412329864,0.063890204,0.052908024,0.060935168,0,0.309187214,0.58799634,0.472712965,0.085014409,0.773103951,0.801531456,0.030141379,0.001555981,0.005221691,0.477562733,0,0,0.608695652,1
41:01.4,0.013662332,0.53946571,0.412329864,0.063890204,0.052908024,0.060935168,0,0.31643241,0.591909727,0.472712965,0.085014409,0.773103506,0.801495583,0.023320939,0.004863878,0.005006596,0.480442759,0,0,0.608695652,1
42:01.9,0.012258625,0.541612811,0.412329864,0.063890204,0.052908024,0.060935168,0,0.3156341,0.590163537,0.472712965,0.085014409,0.773103506,0.801495583,0.017795738,0.007929401,0.004584463,0.490069502,0,0,0.608695652,1
43:01.4,0.013720369,0.540548715,0.412329864,0.063890204,0.052908024,0.060935168,0,0.317984929,0.587524473,0.472712965,0.085014409,0.773103506,0.801495583,0.015120606,0.007486659,0.004996897,0.480052653,0,0,0.608695652,1
44:02.6,0.01622586,0.541349796,0.412329864,0.063890204,0.052908024,0.060935168,0,0.318841225,0.589057334,0.472712965,0.085014409,0.773103506,0.801495583,0.013684134,0.00674095,0.005643303,0.463779443,0,0,0.608695652,1
45:02.0,0.020294395,0.540858146,0.412329864,0.063890204,0.052908469,0.060963074,0,0.320123553,0.587994927,0.472712965,0.085014409,0.773103849,0.801517952,0.014933703,0.002039671,0.006735654,0.439523543,0,0,0.608695652,1
46:01.5,0.020463793,0.540880493,0.412329864,0.063890204,0.052908469,0.060963074,0,0.316924682,0.588417347,0.472712965,0.085014409,0.773103506,0.801495583,0.016304178,0.000952551,0.00678007,0.438566957,0,0,0.608695652,1
47:02.0,0.012877727,0.540952694,0.412329864,0.063890204,0.052908469,0.060963074,0,0.310562063,0.588458317,0.472712965,0.085014409,0.773103506,0.801495583,0.016428925,0.000587165,0.004763779,0.485777805,0,0,0.608695652,1
48:02.0,0.017039015,0.531999848,0.412329864,0.063890204,0.052912228,0.061079209,0,0.320199649,0.581041248,0.472712965,0.085014409,0.773106412,0.801588675,0.017097623,0.010475331,0.006089743,0.458726129,0,0,0.608695652,1
49:01.6,0.028273678,0.541336043,0.412329864,0.063890204,0.052912312,0.061089419,0,0.326002679,0.596071762,0.472712965,0.085014409,0.773103571,0.801503767,0.019525223,0.010470527,0.008841172,0.398460812,0,0,0.608695652,1
50:02.1,0.034940808,0.544265316,0.412329864,0.063890204,0.052912908,0.061134172,0,0.322255453,0.590806349,0.472712965,0.085014409,0.773103967,0.801531456,0.022476434,0.01203595,0.010520448,0.369455564,0,0,0.608695652,1
51:01.6,0.03892813,0.540990513,0.412329864,0.063890204,0.052912908,0.061134172,0,0.320056926,0.585707644,0.472712965,0.085014409,0.773103506,0.801495583,0.026196945,0.012052217,0.011680101,0.353981051,0,0,0.608695652,1
52:02.1,0.038540537,0.54128791,0.412329864,0.063890204,0.052912908,0.061134172,0,0.316467725,0.588643391,0.472712965,0.085014409,0.773103506,0.801495583,0.031367927,0.012108314,0.011567589,0.355430203,0,0,0.608695652,1
53:01.6,0.025575706,0.542427644,0.412329864,0.063890204,0.052912908,0.061134172,0,0.306149298,0.58933565,0.472712965,0.085014409,0.773103506,0.801495583,0.033088046,0.00338568,0.008095165,0.41148602,0,0,0.608695652,1
